-0.84038,-1.54391,2.97972,-0.115005
-0.889617,-1.5352,2.96662,-0.130977
-0.938725,-1.5258,2.95238,-0.142493
-0.98768,-1.51563,2.93679,-0.155809
-1.03645,-1.50463,2.91978,-0.170157
-1.08502,-1.49273,2.90118,-0.185949
-1.1337,-1.48131,2.881,-0.201799
-1.18218,-1.46911,2.85277,-0.282363
-1.23031,-1.45558,2.8233,-0.294639
-1.27804,-1.44068,2.79178,-0.315201
-1.32536,-1.42453,2.75036,-0.414219
-1.37205,-1.40666,2.69883,-0.515341
-1.41786,-1.38665,2.63676,-0.620656
-1.46249,-1.36413,2.56194,-0.748214
-1.50549,-1.33864,2.47278,-0.891617
-1.54653,-1.31014,2.34931,-1.23465
-1.5843,-1.27746,2.19086,-1.58457
-1.61661,-1.23938,2.02412,-1.66735
-1.64274,-1.19684,1.82888,-1.95241
-1.65986,-1.14994,1.64509,-1.83789
-1.66777,-1.10063,1.47569,-1.69403
-1.66685,-1.05069,1.32228,-1.5341
-1.65789,-1.00153,1.18589,-1.36386
-1.64168,-0.954261,1.07671,-1.09179
-1.62019,-0.909137,0.977393,-0.993221
-1.59395,-0.866591,0.895812,-0.815804
-1.56419,-0.826427,0.821266,-0.745465
-1.53128,-0.7888,0.759595,-0.616704
-1.49593,-0.753445,0.707794,-0.518015
-1.45874,-0.720036,0.659678,-0.481153
-1.41985,-0.688606,0.619408,-0.402709
-1.37964,-0.658893,0.58547,-0.339374
-1.33838,-0.630667,0.556655,-0.288153
-1.29622,-0.603786,0.53474,-0.219145
-1.25271,-0.579147,0.51528,-0.194604
-1.20879,-0.555247,0.498392,-0.168882
-1.16453,-0.531988,0.48384,-0.14552
-1.11998,-0.509281,0.471395,-0.124449
-1.07524,-0.486968,0.462582,-0.0881325
-1.03032,-0.465013,0.454608,-0.079733
-0.985242,-0.443373,0.447591,-0.070169
-0.940068,-0.421942,0.442958,-0.0463293
-0.894801,-0.400708,0.438619,-0.0433963
-0.849478,-0.379593,0.435981,-0.0263748
-0.8041,-0.358598,0.433329,-0.0265232
-0.758692,-0.337665,0.431958,-0.0137119
-0.713253,-0.316802,0.430436,-0.0152167
-0.667803,-0.295962,0.429929,-0.00507068
-0.622339,-0.275154,0.429213,-0.00716246
-0.576876,-0.254342,0.429297,0.000837422
-0.53141,-0.233536,0.429185,-0.00111609
-0.485956,-0.212706,0.4297,0.00514484
-0.440509,-0.19186,0.430048,0.00348145
-0.395079,-0.170977,0.430884,0.00836781
-0.349642,-0.150109,0.430536,-0.00348025
-0.304221,-0.129205,0.431327,0.00790713
-0.258831,-0.108235,0.432776,0.0144871
-0.213478,-0.0871838,0.434577,0.0180149
-0.168167,-0.0660435,0.436539,0.0196211
-0.122899,-0.0448125,0.438543,0.0200336
-0.0776723,-0.0234922,0.440515,0.0197196
